filename,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40
sample_2108.jpg,A,B,A,C,D,C,A,D,D,A,D,B,A,D,B,C,A,D,B,A,A,B,B,C,B,C,D,C,C,C,C,C,A,A,B,B,D,A,D,B
sample_2109.jpg,C,C,C,A,C,D,A,A,B,D,C,B,C,D,D,B,C,B,A,A,D,C,A,A,C,C,A,A,A,D,A,D,B,B,C,C,C,A,C,A
sample_2110.jpg,C,D,D,A,B,A,A,B,C,B,B,B,D,B,A,A,B,A,B,C,A,B,D,D,B,B,A,C,A,A,B,B,A,B,B,D,C,A,D,C
sample_2111.jpg,B,A,B,B,D,A,C,D,D,B,A,A,A,B,B,D,C,C,C,A,D,A,D,B,B,D,B,D,C,D,C,B,C,D,A,C,B,A,C,A
sample_2112.jpg,D,D,C,B,D,C,B,D,C,B,D,A,D,A,B,D,C,B,A,C,C,D,D,C,C,C,B,A,A,C,D,B,B,A,A,B,C,D,A,C
sample_2113.jpg,B,B,A,B,C,A,C,C,A,D,A,B,B,A,A,B,D,C,C,D,D,C,A,C,A,C,A,B,B,B,B,A,B,C,A,A,C,C,A,C
sample_2114.jpg,D,A,A,B,A,A,A,D,C,C,A,B,C,D,C,C,D,C,C,A,C,C,C,A,A,B,B,C,A,A,C,C,C,D,A,D,B,B,D,C
sample_2115.jpg,D,D,B,D,A,B,C,D,A,D,B,A,D,A,B,B,D,C,B,D,A,A,D,B,A,B,C,A,D,A,C,A,A,B,C,D,B,C,C,D
sample_2116.jpg,C,B,B,A,C,A,B,B,D,B,A,C,B,C,B,B,C,C,C,B,D,B,D,D,B,A,B,B,B,D,C,D,D,B,C,D,A,C,C,B
sample_2117.jpg,D,C,C,C,C,D,D,D,A,A,D,B,C,C,B,B,B,C,A,D,C,C,B,C,D,C,C,C,A,C,D,A,B,C,C,D,D,B,A,D
sample_2118.jpg,B,C,C,B,A,C,B,A,C,C,C,A,C,C,A,C,A,C,D,A,A,A,C,D,B,D,B,A,A,D,C,D,D,B,D,C,B,D,A,D
sample_2119.jpg,A,A,A,A,C,C,D,A,B,B,C,C,D,A,A,B,B,C,B,C,D,D,A,A,A,A,A,C,B,D,D,C,B,D,B,D,A,A,A,B
sample_2120.jpg,A,D,C,D,C,B,A,A,A,A,A,B,D,A,D,D,B,B,C,D,B,C,C,B,C,B,D,D,C,D,C,C,A,A,D,D,C,A,D,A
sample_2121.jpg,C,C,A,A,B,C,B,A,D,D,A,C,D,D,D,D,D,D,C,D,C,D,C,C,D,A,D,C,A,B,D,C,B,C,B,D,A,D,A,B
sample_2122.jpg,B,B,A,D,D,D,B,C,B,A,C,D,D,A,A,B,A,A,C,D,D,A,D,A,D,D,B,A,B,B,A,D,B,B,C,B,A,D,D,D
sample_2123.jpg,B,C,A,C,B,A,C,C,B,C,A,B,C,D,C,D,C,A,D,C,A,B,B,A,D,C,A,A,A,B,B,C,A,A,B,B,B,C,A,D
sample_2124.jpg,D,C,B,B,B,D,D,D,C,C,B,B,A,A,D,B,A,C,D,C,B,C,C,B,A,B,A,D,B,C,B,B,B,D,B,D,B,A,D,A
sample_2125.jpg,D,D,B,D,A,C,B,C,A,D,D,B,D,D,A,D,C,C,A,A,C,C,C,B,B,A,C,C,C,B,B,D,A,A,A,C,D,B,B,C
sample_2126.jpg,B,C,B,A,B,B,C,B,A,C,C,A,D,D,C,D,B,A,A,C,C,B,C,C,D,C,B,B,A,D,A,C,C,A,C,D,D,B,D,D
sample_2127.jpg,C,B,C,D,D,D,A,C,D,A,C,A,C,C,B,D,B,D,D,B,C,B,A,C,D,B,A,D,D,C,C,A,D,A,D,B,B,D,C,D
sample_2128.jpg,D,C,A,C,D,C,C,C,C,C,B,C,B,A,A,A,A,A,A,B,B,A,B,B,B,A,B,D,C,B,B,C,B,D,A,D,A,C,A,D
sample_2129.jpg,D,B,D,B,D,B,D,B,C,C,D,A,A,D,A,C,D,D,C,A,D,B,B,A,B,C,B,D,A,B,C,A,A,B,B,C,B,D,D,A
sample_2130.jpg,A,A,B,D,C,D,D,B,B,B,A,B,A,C,D,A,A,B,D,D,D,C,C,B,D,D,C,A,C,B,C,A,B,B,D,D,A,B,D,A
sample_2131.jpg,A,C,B,D,C,B,C,A,C,A,C,D,B,D,A,D,B,B,C,C,A,B,D,D,D,D,D,C,A,A,D,C,D,B,A,D,A,B,D,B
sample_2132.jpg,C,C,D,A,C,B,B,B,A,C,D,A,D,C,D,B,B,B,A,C,C,C,C,C,D,B,A,A,C,D,A,D,D,C,C,A,D,B,C,B
sample_2133.jpg,C,C,B,A,D,D,D,A,C,D,C,A,C,A,D,B,D,D,B,A,C,A,B,C,A,C,A,C,D,B,C,A,A,B,A,D,A,C,D,B
sample_2134.jpg,A,C,D,C,A,D,D,C,C,C,C,D,D,B,C,C,C,B,C,C,C,A,D,A,D,B,A,B,D,B,A,A,C,C,B,C,D,C,B,C
sample_2135.jpg,D,A,A,A,D,D,D,A,D,C,A,D,A,B,A,D,A,D,C,D,B,A,A,C,C,C,C,A,C,A,D,B,C,B,A,B,D,D,A,B
sample_2136.jpg,C,C,A,B,C,B,A,D,C,A,C,D,D,C,C,B,C,C,C,B,C,B,D,D,D,A,C,B,A,D,D,B,C,B,A,C,C,D,B,C
sample_2137.jpg,D,C,B,C,C,B,C,C,D,B,A,D,A,C,B,D,A,C,D,B,A,B,C,D,A,D,C,D,A,D,C,C,D,D,D,D,C,B,A,A
sample_2138.jpg,B,D,A,A,A,D,B,A,C,A,C,A,B,D,B,B,D,C,C,A,D,B,A,A,D,D,B,A,A,A,B,C,D,B,B,B,A,C,A,D
sample_2139.jpg,B,D,D,A,C,A,B,A,D,D,A,A,A,D,B,D,D,A,A,B,C,A,B,D,A,B,C,C,A,B,B,C,B,A,A,C,C,A,A,D
sample_2140.jpg,B,C,B,B,D,C,D,D,C,B,B,D,D,A,C,C,A,C,D,C,C,D,A,B,C,C,A,C,B,A,A,B,A,D,A,C,D,A,B,B
sample_2141.jpg,D,B,A,C,D,D,B,D,B,D,A,C,A,D,C,D,D,B,D,C,B,B,C,B,B,C,A,B,D,C,B,A,C,C,C,A,A,B,D,B
sample_2142.jpg,D,A,D,C,B,D,C,B,C,D,C,B,B,D,B,D,D,D,C,D,C,D,A,D,A,A,D,A,D,B,C,B,B,A,D,D,A,D,D,C
sample_2143.jpg,C,B,C,C,C,C,C,A,C,B,B,C,D,B,B,C,B,D,C,A,C,B,A,C,B,D,C,C,C,A,C,B,A,C,D,A,D,B,D,A
sample_2144.jpg,A,C,A,C,B,C,B,C,D,C,B,B,A,B,D,B,A,C,B,C,B,D,C,A,D,B,B,B,D,D,B,A,A,A,B,C,A,B,D,C
sample_2145.jpg,A,D,A,A,B,A,D,C,D,A,B,A,D,A,B,C,D,A,D,A,B,B,C,C,C,B,B,C,B,B,A,B,A,A,D,D,D,A,D,C
sample_2146.jpg,C,A,B,A,D,C,A,A,B,A,C,B,B,A,C,A,C,A,C,B,B,A,B,B,D,D,D,B,B,C,C,D,A,B,C,A,B,A,B,D
sample_2147.jpg,A,D,C,D,B,B,A,C,B,B,B,D,B,D,D,B,A,C,A,A,B,B,B,D,D,A,D,C,D,B,C,A,B,D,B,A,A,A,B,D
sample_2148.jpg,C,A,C,B,A,D,B,C,C,C,D,B,C,A,D,D,C,D,B,C,A,C,B,A,D,C,C,B,B,D,D,B,B,B,C,B,B,D,D,C
sample_2149.jpg,A,B,B,C,D,A,D,A,D,C,D,D,C,A,C,A,A,C,D,D,B,A,B,D,A,D,D,A,A,A,B,A,B,B,B,D,D,C,A,D
sample_2150.jpg,A,D,C,B,C,C,A,B,D,D,C,B,C,C,C,B,C,C,B,D,C,A,A,A,C,A,B,C,A,A,C,D,B,D,D,D,B,B,C,A
sample_2151.jpg,D,D,A,B,B,D,B,B,A,A,D,B,A,D,B,A,D,A,B,C,A,D,A,A,B,D,D,A,C,C,C,D,D,D,B,C,B,B,A,C
sample_2152.jpg,D,D,D,A,D,C,C,D,C,D,A,A,C,D,D,A,A,A,C,C,C,A,B,D,C,B,D,D,A,A,C,B,C,A,B,D,A,B,A,B
sample_2153.jpg,C,A,D,D,B,B,A,B,A,D,B,A,B,D,C,C,A,C,B,A,D,C,C,D,D,D,C,D,C,A,B,A,A,D,C,A,B,A,B,D
sample_2154.jpg,B,D,C,B,A,C,A,C,C,C,A,A,A,A,B,C,D,A,C,C,C,A,C,C,A,A,A,D,C,D,A,B,B,B,A,A,B,A,B,A
sample_2155.jpg,B,B,B,B,B,C,D,B,B,C,B,D,D,A,B,D,B,C,A,A,A,B,B,D,A,C,A,A,C,B,D,D,A,B,D,D,C,B,A,B
sample_2156.jpg,C,A,D,B,D,B,B,B,A,B,A,B,C,B,B,C,C,B,C,B,C,B,C,A,B,B,A,B,C,D,C,D,A,A,B,A,B,C,C,A
sample_2157.jpg,B,D,B,B,D,C,B,C,A,B,D,C,A,A,C,B,C,B,B,D,A,C,D,A,A,D,C,D,C,A,C,C,B,A,D,A,D,A,B,B
sample_2158.jpg,A,D,A,A,C,D,C,A,A,A,D,C,C,D,B,D,C,D,C,C,C,B,B,C,C,D,A,A,B,B,D,D,B,C,A,A,C,B,B,B
sample_2159.jpg,B,A,C,D,D,C,C,D,A,C,D,D,A,B,B,A,A,D,C,C,C,A,C,B,B,D,B,C,A,A,B,B,C,A,C,C,B,B,B,A
sample_2160.jpg,D,B,B,D,C,D,D,B,A,C,D,C,B,C,C,D,D,A,D,C,C,C,D,B,A,D,C,D,A,A,A,D,A,D,C,C,D,B,D,B
sample_2161.jpg,C,A,B,D,B,D,D,A,A,B,C,C,D,B,A,A,A,A,B,B,A,D,D,A,C,B,D,B,D,A,C,D,C,D,C,D,A,B,C,D
sample_2162.jpg,D,C,D,B,B,C,D,B,A,C,A,B,B,B,A,A,C,A,C,A,C,B,A,B,B,A,A,A,C,B,C,A,D,C,B,D,D,B,B,C
sample_2163.jpg,C,B,A,D,A,C,B,A,D,D,C,B,C,A,A,A,A,C,B,C,D,D,D,C,B,C,A,D,A,B,C,D,A,B,B,A,C,D,B,C
sample_2164.jpg,A,B,A,C,C,B,B,C,C,C,A,D,C,B,A,C,B,C,D,C,A,D,D,C,D,D,C,A,D,A,A,D,B,C,A,D,D,D,A,D
sample_2165.jpg,D,B,B,A,B,A,C,B,B,D,A,D,A,A,C,A,D,D,C,A,A,D,C,C,D,C,C,B,B,D,D,D,C,B,A,C,B,C,B,B
sample_2166.jpg,C,D,D,D,B,D,B,A,C,D,B,B,A,C,A,A,C,A,D,D,D,D,B,D,C,C,C,B,C,D,D,B,A,B,A,A,C,D,B,D
sample_2167.jpg,C,B,A,B,D,D,A,A,D,A,B,A,C,A,A,A,D,A,B,C,B,D,B,B,A,C,C,B,B,D,B,C,C,C,D,B,A,D,A,C
sample_2168.jpg,C,C,C,A,B,C,A,B,D,A,B,A,D,D,D,C,C,B,C,B,C,C,C,B,D,B,C,B,C,A,B,C,D,D,B,B,A,A,D,B
sample_2169.jpg,B,B,B,C,B,B,A,B,C,C,D,D,A,D,C,D,C,B,A,B,A,A,C,C,C,D,D,B,A,A,A,B,B,B,B,C,C,A,C,A
sample_2170.jpg,C,B,C,B,D,B,A,D,A,C,C,C,A,C,D,C,C,A,A,C,A,B,B,A,B,D,B,A,C,C,D,C,B,B,D,D,C,D,A,B
sample_2171.jpg,A,D,B,B,A,C,C,C,B,D,A,A,C,C,B,C,D,B,C,B,C,B,A,B,B,D,A,A,C,D,A,C,B,D,D,B,B,C,C,B
sample_2172.jpg,C,D,D,B,D,D,D,D,C,A,A,D,B,D,B,B,D,D,B,A,D,A,C,D,A,B,D,C,B,B,A,A,C,B,D,B,A,B,A,C
sample_2173.jpg,C,B,A,D,B,C,A,A,D,D,C,B,B,C,C,A,C,D,D,B,B,C,A,D,D,C,D,D,D,A,D,A,B,A,D,A,A,D,C,C
sample_2174.jpg,A,C,A,B,B,A,B,B,A,D,A,D,C,C,A,C,A,A,C,C,B,C,D,B,B,B,D,A,A,C,A,C,B,D,B,C,A,A,C,C
sample_2175.jpg,D,B,B,C,D,B,D,B,A,A,D,C,C,C,C,C,D,D,D,C,D,D,A,D,B,D,C,C,A,B,B,A,D,D,A,D,D,A,B,B
sample_2176.jpg,C,B,C,A,A,D,A,A,B,B,D,A,D,B,C,B,B,B,A,D,D,D,A,D,A,D,D,B,A,D,C,C,C,B,C,C,B,C,C,B
sample_2177.jpg,B,C,D,A,B,C,D,C,B,D,D,A,C,B,B,C,A,D,C,A,B,B,D,C,B,D,A,B,B,B,A,A,B,B,D,D,D,C,C,D
sample_2178.jpg,D,B,C,C,A,D,A,A,B,A,C,C,B,C,D,C,C,D,A,D,D,D,D,B,D,A,B,C,D,D,A,A,B,C,A,A,B,B,B,D
sample_2179.jpg,D,D,D,D,B,C,C,A,B,A,B,C,D,B,C,A,C,A,D,B,D,D,A,C,A,C,D,A,D,A,B,C,A,B,C,D,B,A,D,A
sample_2180.jpg,B,C,B,C,C,D,A,C,C,C,D,C,B,B,B,D,C,D,A,D,A,A,D,A,A,C,B,D,D,D,A,D,C,D,B,C,B,B,A,B
sample_2181.jpg,B,B,C,D,D,A,C,C,C,A,C,D,D,B,D,C,D,C,A,A,A,D,C,A,A,C,C,B,B,A,D,D,D,A,A,B,A,B,B,D
sample_2182.jpg,C,D,D,C,D,B,B,D,A,B,A,A,D,A,A,C,A,A,A,D,A,A,D,B,A,D,B,C,D,A,D,C,C,A,A,D,D,D,C,C
sample_2183.jpg,B,D,D,A,B,A,D,A,B,B,D,D,A,C,B,A,C,D,A,B,C,A,D,A,D,C,D,B,C,B,D,B,D,D,A,B,D,B,A,D
sample_2184.jpg,D,C,B,A,D,A,D,A,C,C,C,D,A,C,C,D,B,B,C,B,C,A,A,C,D,C,D,B,D,A,D,A,C,C,A,D,B,C,B,B
sample_2185.jpg,D,B,C,A,D,C,A,B,D,A,C,D,C,D,A,B,C,B,B,C,B,C,A,D,D,C,C,B,A,C,C,D,B,C,C,C,A,C,D,C
sample_2186.jpg,A,B,C,D,A,A,D,A,D,C,C,B,D,A,B,C,D,B,C,B,D,A,B,A,C,D,C,B,B,C,D,C,C,A,C,A,C,A,B,A
sample_2187.jpg,B,A,D,C,B,A,A,C,C,C,C,A,B,C,C,B,C,B,A,D,A,B,C,C,C,A,B,A,B,D,D,D,C,B,D,D,C,B,B,C
sample_2188.jpg,A,C,C,C,B,A,A,B,C,B,B,A,A,D,B,A,C,B,B,B,B,B,B,B,A,C,D,B,D,A,B,D,D,B,C,D,B,D,D,D
sample_2189.jpg,C,A,B,C,D,D,B,D,B,C,A,B,D,A,A,D,A,A,D,B,D,B,D,D,A,D,C,A,B,C,A,C,A,A,B,D,C,D,C,B
sample_2190.jpg,C,B,B,A,A,C,D,B,A,B,D,B,A,D,D,B,D,D,A,B,B,A,A,A,A,A,C,A,B,D,B,D,A,C,A,B,A,D,D,C
sample_2191.jpg,D,A,A,C,D,B,D,B,A,A,A,B,D,D,A,C,D,C,D,C,A,C,D,A,A,D,D,D,C,D,B,B,B,D,B,C,D,B,A,D
sample_2192.jpg,A,D,A,D,A,B,B,A,B,C,A,C,C,D,C,C,C,D,C,D,D,C,B,B,D,B,B,D,C,D,B,A,A,D,C,B,C,C,B,B
sample_2193.jpg,B,C,D,B,B,A,C,B,B,D,D,C,B,C,A,C,C,D,A,A,C,C,D,A,C,A,C,C,A,D,D,B,B,C,C,A,B,D,A,C
sample_2194.jpg,A,D,A,C,C,A,C,B,A,D,C,B,C,C,A,D,A,D,D,A,C,C,A,C,B,B,A,B,C,C,C,C,A,C,A,B,D,B,A,D
sample_2195.jpg,D,B,A,A,A,B,A,D,B,B,B,D,B,C,A,A,A,B,A,D,A,C,D,D,B,C,D,A,B,D,D,B,D,C,D,D,A,B,C,D
sample_2196.jpg,D,B,B,A,A,D,B,B,A,D,D,A,C,C,C,D,D,A,C,C,B,C,C,A,D,A,C,D,B,D,C,A,B,B,C,A,C,B,A,C
sample_2197.jpg,B,B,A,C,B,C,C,B,D,D,C,C,B,B,B,B,B,A,B,B,D,A,A,B,D,A,A,C,C,A,C,B,C,A,D,D,D,D,D,D
sample_2198.jpg,A,D,C,C,B,B,A,C,C,D,D,B,D,C,A,D,A,C,D,D,A,B,A,A,A,B,D,D,C,A,A,D,B,C,B,D,D,B,B,B
sample_2199.jpg,D,C,D,A,D,B,B,A,C,D,D,D,A,D,C,C,C,C,A,C,A,D,B,C,A,A,D,D,D,C,A,D,C,A,A,D,B,B,C,A
sample_2200.jpg,B,A,C,A,C,C,A,B,C,A,A,C,A,A,D,B,A,A,B,C,D,D,C,C,A,A,B,A,C,D,D,C,A,C,C,B,B,A,B,B
sample_2201.jpg,C,D,B,A,C,A,D,B,A,D,A,D,B,A,B,B,D,B,B,A,B,B,C,C,C,B,C,D,C,A,B,A,A,B,A,A,A,D,D,C
sample_2202.jpg,A,B,D,A,D,A,B,A,A,B,B,A,A,D,B,A,B,B,B,B,A,C,C,C,C,D,D,A,D,B,B,C,B,B,B,B,A,C,D,A
sample_2203.jpg,A,B,C,B,D,C,B,B,D,A,C,C,D,A,D,D,A,B,C,B,B,A,C,D,D,C,D,A,A,C,A,D,D,B,D,A,D,A,C,B
sample_2204.jpg,A,C,D,A,C,A,A,A,C,D,A,B,C,B,D,D,D,A,A,D,C,A,A,A,C,B,B,A,A,B,B,B,D,C,B,A,B,D,A,D
sample_2205.jpg,A,B,D,C,C,A,B,C,D,B,D,B,D,B,C,A,C,B,D,A,C,A,B,C,D,D,B,D,B,B,C,A,D,B,B,B,A,D,A,B
sample_2206.jpg,B,B,D,A,A,A,B,B,D,A,C,A,B,B,C,D,B,A,C,B,C,D,C,A,B,D,C,B,B,A,C,A,C,C,B,A,D,D,C,D
sample_2207.jpg,C,D,D,A,A,D,B,B,C,C,B,C,A,D,B,A,C,D,C,B,B,D,C,A,B,D,B,C,A,A,D,D,A,C,C,A,B,B,D,C
sample_2208.jpg,B,A,D,D,A,C,D,A,B,A,B,B,A,B,A,C,B,A,B,D,D,B,C,C,B,D,B,A,A,B,A,A,C,D,A,D,A,D,B,B
sample_2209.jpg,A,C,D,D,C,D,B,C,D,B,C,A,D,A,D,D,D,B,D,B,D,C,A,A,C,B,B,C,C,A,D,D,D,B,C,A,A,D,A,A
sample_2210.jpg,A,B,A,D,C,A,C,A,B,B,B,B,C,D,C,C,B,D,C,B,C,B,B,A,C,D,C,D,A,A,D,B,D,D,D,D,C,C,A,C
sample_2211.jpg,D,C,A,D,A,B,C,B,A,D,D,A,A,B,B,A,B,C,C,A,C,C,C,B,D,C,B,A,D,B,D,C,D,B,B,C,C,A,A,D
sample_2212.jpg,B,A,A,C,C,D,D,A,A,A,B,B,D,D,A,A,B,D,A,D,A,D,D,B,B,B,B,C,A,D,A,C,D,A,D,A,B,B,D,B
sample_2213.jpg,D,D,A,C,A,D,C,B,A,A,C,B,A,A,D,A,D,B,B,C,A,D,A,B,B,B,A,D,D,D,D,B,A,D,C,B,D,C,B,A
sample_2214.jpg,D,A,D,B,B,C,D,A,B,D,D,B,D,A,D,B,C,A,A,B,B,B,D,D,D,C,A,C,C,D,A,B,B,B,A,A,B,A,B,D
sample_2215.jpg,A,A,A,B,D,C,A,B,C,A,D,A,B,B,C,D,B,B,B,C,D,B,C,C,D,C,A,D,C,D,C,B,A,A,B,B,A,B,C,D
sample_2216.jpg,D,B,C,B,B,D,C,A,A,C,B,B,A,C,B,D,B,C,A,C,B,A,C,C,B,D,C,B,B,D,C,A,D,B,A,C,C,C,D,B
sample_2217.jpg,B,C,C,D,A,D,B,A,D,C,D,C,D,B,B,D,D,B,D,A,B,D,B,B,D,C,B,D,C,A,D,A,D,C,C,B,D,D,C,B
sample_2218.jpg,B,D,B,A,C,D,A,D,D,D,D,A,A,D,A,D,C,A,C,C,B,D,C,A,C,C,A,C,A,A,B,A,B,A,C,A,D,D,C,D
sample_2219.jpg,A,A,B,C,D,A,C,B,C,B,D,D,D,B,C,D,A,C,D,D,B,D,B,C,A,A,D,D,C,C,B,A,D,B,C,B,A,C,C,C
sample_2220.jpg,C,A,D,A,A,A,A,A,A,D,D,B,A,B,D,A,C,D,D,B,C,D,D,D,B,C,B,D,B,B,B,D,C,A,B,D,C,A,A,D
sample_2221.jpg,D,C,C,B,C,C,C,B,B,C,D,A,B,A,B,B,A,D,C,C,D,B,C,D,B,B,C,C,C,D,A,C,C,B,C,C,C,A,A,D
sample_2222.jpg,C,A,C,D,D,B,D,A,A,A,A,A,D,B,D,D,A,D,D,A,B,D,C,D,D,D,B,B,B,B,A,B,A,D,B,A,A,A,B,B
sample_2223.jpg,C,C,A,C,B,B,B,C,D,D,B,B,C,C,C,D,D,D,D,A,A,A,B,D,D,B,A,A,B,D,C,C,D,C,A,C,A,B,A,C
sample_2224.jpg,C,C,D,B,C,C,C,A,A,B,D,C,A,C,A,C,A,A,B,B,D,D,B,C,B,A,D,A,D,B,C,D,C,B,A,A,C,A,D,B
sample_2225.jpg,C,C,A,A,B,B,A,C,C,D,D,D,D,A,A,A,D,A,D,D,B,A,A,B,A,A,B,B,A,A,C,D,C,B,A,C,C,B,A,B
sample_2226.jpg,C,A,A,A,A,A,D,C,D,C,D,D,D,A,D,C,A,A,C,A,C,C,B,D,C,A,C,A,D,B,B,C,C,D,C,B,A,B,D,D
sample_2227.jpg,B,A,B,D,A,C,D,D,C,A,B,A,B,A,A,B,D,D,D,B,B,B,C,A,D,C,A,A,A,A,C,C,A,D,D,D,A,C,B,B
sample_2228.jpg,B,C,B,D,A,A,B,B,B,D,C,C,D,D,D,B,A,D,A,D,B,D,A,B,D,A,A,A,C,C,C,A,A,C,C,D,A,C,A,A
sample_2229.jpg,B,C,D,C,C,C,A,A,C,A,A,A,D,D,D,A,B,C,C,C,A,B,D,B,B,A,B,B,B,A,C,D,A,B,A,D,D,D,A,A
sample_2230.jpg,D,A,A,D,A,A,A,D,B,D,D,A,D,C,D,B,B,D,C,D,B,B,B,B,C,B,A,C,A,A,B,A,A,D,B,B,A,A,D,A
sample_2231.jpg,A,B,D,B,A,D,A,A,A,A,C,C,C,B,D,A,A,B,B,D,B,B,D,B,A,C,B,D,D,C,B,C,A,D,D,B,D,A,C,C
sample_2232.jpg,B,B,A,A,C,B,A,C,A,B,B,D,B,B,D,A,C,A,A,A,C,B,C,A,A,C,D,B,C,A,D,D,A,C,D,D,C,A,A,C
sample_2233.jpg,C,C,D,D,A,C,C,B,C,D,C,B,A,C,C,D,A,D,B,A,A,C,C,A,D,C,C,D,B,D,B,D,C,D,B,D,C,A,A,B
sample_2234.jpg,C,D,C,A,D,C,B,B,B,C,B,B,C,B,C,A,D,A,C,B,D,D,D,D,D,D,B,C,A,C,D,D,D,D,C,B,A,C,B,C
sample_2235.jpg,A,B,B,B,D,D,D,C,C,B,A,A,B,A,A,D,D,D,B,B,A,D,B,A,C,A,C,A,C,A,C,D,C,C,C,C,C,C,B,B
sample_2236.jpg,D,B,B,D,B,D,C,B,A,C,D,D,A,C,C,A,B,A,A,C,D,C,B,C,A,C,D,C,A,A,B,C,D,C,B,D,B,D,B,A
sample_2237.jpg,A,A,C,B,C,D,B,A,D,A,A,B,A,D,C,B,A,D,A,A,D,A,C,B,D,A,A,C,D,D,B,C,C,B,A,C,D,C,C,C
sample_2238.jpg,C,A,B,A,B,C,C,B,C,A,C,C,C,B,B,B,B,A,D,C,A,B,C,A,C,D,D,C,A,C,C,C,D,D,D,C,B,A,C,B
sample_2239.jpg,B,C,B,D,D,B,A,B,D,D,C,A,B,D,A,C,C,D,C,D,C,A,B,D,A,D,C,D,D,D,B,C,D,C,C,D,B,B,B,C
sample_2240.jpg,C,B,A,A,B,A,C,C,B,A,D,A,C,B,D,A,D,D,D,B,B,D,C,A,D,A,B,C,D,D,D,A,C,D,C,A,D,B,B,D
sample_2241.jpg,D,C,A,B,B,D,B,A,A,B,A,D,D,A,A,C,B,A,B,A,A,B,C,B,D,A,C,D,A,B,B,D,D,A,C,C,D,A,B,D
sample_2242.jpg,C,B,D,C,A,B,D,C,C,C,A,B,B,C,C,C,C,C,D,B,D,B,D,A,A,B,C,D,C,C,A,D,B,C,A,D,B,A,B,D
sample_2243.jpg,D,D,B,D,A,D,D,D,A,D,C,B,D,C,D,D,B,B,D,B,A,C,B,A,A,D,A,A,B,A,D,A,A,D,B,B,B,B,D,D
sample_2244.jpg,A,C,C,B,A,C,D,C,D,A,A,D,D,B,D,B,C,C,A,B,D,C,B,B,D,D,C,A,A,B,A,A,A,C,D,C,C,D,D,A
sample_2245.jpg,A,B,C,C,D,D,C,C,A,B,B,B,C,B,D,B,A,C,A,C,A,B,A,B,D,A,A,D,D,D,B,D,B,B,A,D,A,D,B,C
sample_2246.jpg,A,A,A,B,C,B,B,D,C,A,C,B,A,B,A,C,C,A,B,B,A,B,D,B,D,B,C,C,C,A,B,C,B,C,A,A,D,B,B,A
sample_2247.jpg,C,A,C,A,C,C,A,C,B,A,A,C,D,C,C,A,B,C,A,A,D,D,A,A,D,D,B,D,B,D,B,B,D,B,A,A,B,C,A,D
sample_2248.jpg,B,C,A,D,A,A,A,B,B,D,B,B,D,C,C,B,D,C,C,C,B,B,B,C,A,A,B,D,C,A,B,A,D,D,A,A,C,A,D,D
sample_2249.jpg,A,B,B,B,D,D,A,B,C,D,C,A,C,D,A,B,A,D,A,A,A,B,C,A,B,A,D,D,B,C,A,C,C,C,A,C,B,A,D,B
sample_2250.jpg,B,D,C,A,C,D,D,C,C,A,A,A,A,B,A,B,C,A,B,A,D,D,A,A,D,D,A,A,A,C,A,B,D,D,C,A,C,C,B,C
sample_2251.jpg,C,B,A,D,A,B,A,D,D,A,A,A,A,B,A,B,A,D,C,A,D,C,A,C,B,A,A,D,C,A,A,A,A,D,C,D,D,A,C,C
sample_2252.jpg,B,D,A,A,B,A,B,B,A,C,B,B,D,B,C,D,C,D,D,D,A,D,A,B,C,A,A,D,D,B,B,D,D,D,B,A,A,D,B,A
sample_2253.jpg,A,A,B,B,A,B,A,A,D,D,D,A,D,A,D,B,B,D,D,D,D,A,C,A,B,B,D,A,B,A,B,D,D,B,C,C,D,B,C,B
sample_2254.jpg,D,B,B,B,B,C,B,A,D,D,A,C,B,A,B,D,A,A,D,C,B,B,B,D,B,C,A,B,D,D,D,B,C,C,B,C,B,C,D,C
sample_2255.jpg,C,B,C,D,B,D,A,B,C,C,D,D,A,A,A,D,A,C,A,A,D,D,B,B,D,A,B,C,A,C,A,A,A,B,A,C,D,C,A,C
sample_2256.jpg,D,D,B,B,C,C,B,C,A,D,C,C,B,A,A,C,D,D,D,C,B,D,B,C,C,B,C,D,A,D,B,A,B,A,D,C,B,C,D,D
sample_2257.jpg,C,B,B,A,A,D,D,C,A,D,D,B,C,D,B,B,C,C,D,B,C,A,B,B,C,C,A,D,D,A,B,A,B,D,D,C,A,C,B,A
sample_2258.jpg,C,B,B,B,D,B,C,A,C,A,C,D,D,D,C,D,A,B,A,B,B,C,D,C,C,C,C,B,D,A,C,B,B,D,B,B,C,B,B,A
sample_2259.jpg,D,D,A,A,B,A,D,B,B,A,C,B,B,D,A,C,A,D,C,C,D,B,C,A,D,B,C,B,D,B,C,B,A,C,B,B,D,D,C,A
sample_2260.jpg,A,A,B,B,C,D,A,A,D,D,A,A,A,C,A,C,D,A,D,B,C,C,B,A,D,C,A,A,D,C,B,A,D,D,B,A,D,A,D,C
